2.182971637455110303e-01,5.387712364481616056e-01,1.000000000000000000e+00,1.273806938050309201e-02,3.585700000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
6.602289612727113566e-01,5.127440147530600845e-01,1.000000000000000000e+00,6.460244286083623166e-02,5.004000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
6.314888475458170225e-01,4.917229493096713089e-01,4.000000000000000000e+00,1.605898099426977532e-01,3.051500000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
8.979172887672742798e-01,8.971585662744292478e-01,3.000000000000000000e+00,4.701043331290976658e-03,4.487000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
7.014797163501548249e-01,5.917579983149222622e-01,3.000000000000000000e+00,1.998531533387874204e-01,3.327500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
2.780714962061840989e-01,4.217358763423303403e-01,1.000000000000000000e+00,1.182461515708740502e-01,8.094000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
3.131742970484001631e-01,9.065525655685133799e-01,4.000000000000000000e+00,4.073955310386001387e-03,4.035000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
3.201411235381949050e-01,4.359796056494530392e-01,4.000000000000000000e+00,8.388850305176175082e-02,8.586000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00
7.209527420580302826e-02,7.035045671236332954e-01,3.000000000000000000e+00,2.950941834099615191e-01,1.905700000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
8.666206995686147607e-01,4.466664160090860203e-01,2.000000000000000000e+00,2.835739992194061601e-02,3.929100000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
8.638320531218609544e-01,4.895109356304163106e-01,1.000000000000000000e+00,2.656663005871021457e-02,5.141000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00
1.286700341167321404e-01,8.895430000472630550e-01,4.000000000000000000e+00,2.463608074215638821e-01,2.170000000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
9.697434515015587175e-01,9.752178432334897007e-01,3.000000000000000000e+00,6.319426972518761565e-02,7.402000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
2.129842497762508835e-01,8.315070189316375870e-01,1.000000000000000000e+00,1.433812165990281662e-01,9.805000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
6.184465306961215436e-01,7.202763183714293582e-01,4.000000000000000000e+00,1.923068997803320246e-01,3.304900000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
9.692048643764182847e-01,4.145352333056934180e-01,4.000000000000000000e+00,2.204956617886662251e-01,2.552500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
8.512153286762065285e-01,6.811847998122453340e-01,2.000000000000000000e+00,2.634806311665316980e-01,1.076200000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
4.289491026417294739e-01,4.321540913240364823e-01,2.000000000000000000e+00,2.631135874989556228e-02,3.598500000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
5.482920412867391402e-01,5.846014767902334430e-01,4.000000000000000000e+00,7.493023955188976570e-02,3.994300000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
4.931547115877682463e-01,5.072828657501925465e-01,3.000000000000000000e+00,1.302452946968565319e-02,2.507000000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
1.703901845399564408e-01,8.407589998663642650e-01,2.000000000000000000e+00,1.478589760243530227e-01,1.247600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
1.000021406166004267e-01,9.655539010284656110e-01,3.000000000000000000e+00,9.435647808379644952e-02,1.115000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
9.430828385068527053e-01,8.052311345827674050e-01,3.000000000000000000e+00,1.500149990649355392e-01,1.122500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
1.084703214330633853e-01,8.630941604586324090e-01,3.000000000000000000e+00,1.566052762804999096e-02,1.873600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
1.626450515357645565e-01,9.639523789822596056e-01,4.000000000000000000e+00,8.298093069199452901e-03,1.519700000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
2.262242209133152882e-01,8.513772502385925645e-01,2.000000000000000000e+00,1.429571880552475138e-01,2.125300000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
4.998308172699891805e-01,9.513227406735497160e-01,2.000000000000000000e+00,9.640205637503562741e-03,1.948000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
2.435175444437323033e-01,8.917406996462744484e-01,3.000000000000000000e+00,2.041076930285631030e-01,4.561000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
1.650590500022385276e-01,7.993146591595778894e-01,3.000000000000000000e+00,2.058042735448083541e-02,1.511100000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
6.706748371027134725e-01,4.742115322152459234e-01,1.000000000000000000e+00,1.574646280549220623e-01,3.597500000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
2.510548125547342746e-01,8.859237728764839392e-01,3.000000000000000000e+00,4.944424527447010762e-03,9.900000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
1.934112199761015005e-01,8.643189447578079054e-01,1.000000000000000000e+00,1.684833838855548660e-01,1.415700000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
3.848693966940163608e-02,8.111812775764110084e-01,2.000000000000000000e+00,1.465727697287208808e-01,1.235500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
8.429780755524264313e-01,4.479619451949264919e-01,2.000000000000000000e+00,2.181084740718258752e-02,6.007000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00
2.223287591527529916e-01,8.216128340552022458e-01,4.000000000000000000e+00,1.059689070665002786e-01,1.110900000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
