8.945378979145068854e-01,7.166398189428871968e-01,3.000000000000000000e+00,1.420843952501453789e-01,1.800600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.179183616911365862e-01,8.279167785940706459e-01,4.000000000000000000e+00,1.527613443432582728e-02,2.714500000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
7.085192456148394768e-01,5.434296660558463055e-01,2.000000000000000000e+00,1.180526313358598589e-01,3.776500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
1.159670003988229198e-01,5.346261802856172585e-01,4.000000000000000000e+00,1.078796648348270548e-01,1.705600000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
3.105256780361492219e-01,4.169796046813875057e-01,2.000000000000000000e+00,2.614901053300965894e-01,1.718300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.458866044820671781e-02,8.502206149831639248e-01,3.000000000000000000e+00,2.885623363616234005e-02,3.167700000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
9.085409232975035776e-01,4.373950038713547150e-01,2.000000000000000000e+00,2.644015182708009948e-01,3.845100000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
6.740774998068678192e-01,8.311972150457831443e-01,3.000000000000000000e+00,1.511392312847036901e-01,3.312000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00
6.874132419619550793e-01,9.614828348160054938e-01,2.000000000000000000e+00,2.436885200988228861e-01,2.753000000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
6.228474713299555487e-01,8.585399899274630542e-01,1.000000000000000000e+00,1.627087222727940652e-01,5.737000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00
7.480831322432353325e-02,6.630124233881586893e-01,4.000000000000000000e+00,4.457182545019811731e-02,1.251000000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
8.285038168826253102e-01,9.368981437850029126e-01,2.000000000000000000e+00,2.745539736716466894e-01,1.094900000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
5.177687251113425315e-01,7.903846749807790228e-01,1.000000000000000000e+00,1.625710395375842138e-02,3.562500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
5.567343349075212222e-01,9.798043978721378000e-01,2.000000000000000000e+00,1.838666043961960372e-01,1.035800000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
5.602361902589279019e-01,9.168763402704595000e-01,2.000000000000000000e+00,2.904836274792415574e-01,2.052200000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
4.977811016798965316e-01,8.559195727118298347e-01,4.000000000000000000e+00,2.035283793277965769e-01,1.926500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00
1.456605431805108875e-01,7.078812446373748957e-01,1.000000000000000000e+00,1.144938216039859125e-01,2.408300000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
3.754154022808015578e-01,4.447225690493326056e-01,2.000000000000000000e+00,1.319970288565402439e-01,1.583500000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
3.337731593910990835e-01,9.240103882529403512e-01,2.000000000000000000e+00,1.770949628849410595e-01,2.103800000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
1.991482229409298477e-01,8.102466018716798501e-01,2.000000000000000000e+00,1.924534082473094987e-01,8.089000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00
3.149439963656582853e-01,9.342251607888225617e-01,1.000000000000000000e+00,2.438990036442194032e-01,2.506800000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
3.461014861108058227e-02,9.192485329195134725e-01,2.000000000000000000e+00,1.995873750019800108e-01,3.736200000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
1.304632070720273262e-01,9.450134547463090451e-01,2.000000000000000000e+00,2.964882942582492964e-01,3.175100000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
6.997781324015054372e-01,9.012143834622139416e-01,2.000000000000000000e+00,2.202552426378598938e-01,9.645000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00
7.834800500773680954e-01,9.083785653962948015e-01,2.000000000000000000e+00,2.627657959911205432e-01,9.328000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00
3.043038978538025185e-01,9.586264333427687578e-01,2.000000000000000000e+00,2.004768277060508253e-01,2.043400000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
1.452694669181527412e-02,9.514293354932140678e-01,2.000000000000000000e+00,1.879807868449103470e-01,3.576200000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
6.254710350415791931e-01,9.996951798607203177e-01,2.000000000000000000e+00,1.877579479182832078e-01,1.591100000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
1.838971298364818277e-02,8.676099108241125402e-01,2.000000000000000000e+00,1.710709575288096584e-01,3.714500000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
